idx_issue,등록일자,상태,구분,작성자명,작성자명(form DB),프로젝트명,관련제품,이슈내용,발생원인,개선방안
915,2025.1.3,등록,,지윤미,지윤미,PNA29608-한국훅스윤활유,시그니처 다이어리,내지 뜯어짐 / 커버 휘는 이슈,"총 60권 배포 완료하셨고 현재 내지 뜯어짐 이슈 1권, 커버 휘는 이슈1권 총 2권 발견되었으나 이 외 추가적인 불량 제품이 확인될 가능성이 높은 상황입니다.  
담당자께서 1월 말까지 사용해보고 불량이 5개 이상일 경우에 연락 주신다고 하셨는데 편의를 위해 10개 정도 재 제작하여 1월 중순 안으로 보내드리면 좋을 것 같습니다.  ",
914,2025.1.3,등록,,채효경,채효경,PNA29554-밀레시스텍,시그니처 다이어리,"시그니처 다이어리 블랙+적박인쇄 100개 제작, 전량 배포는 완료된 상황이며, 사진과 같은 커버와 내지가 분리되는 불량 제품으로 발견되었습니다.
현재까지 접수된 불량 개수가 20개 내외로 확인, 불량 더 있을 가능성 높습니다.

고객사 자사와 파트너사에 설날선물로 배포한 상황이라 많이 난감하신 상황이십니다. 
고객은 정상제품으로 교체하여 사용하시게끔 조치하는 것을 가장 원하셔서 접수된 개수보다 훨씬 더 넉넉하게 재제작해드리면 좋을 듯 합니다. (이미 발생했던 이슈 고려하여 거의 전량을 재제작해드려야하지 않을까 싶습니다)

재제작이 가능하다면 1월 초중순 내 ASAP으로 전달드리는 것이 베스트입니다. (늦어도 설날 전까지..)",제품불량 ,
913,2025.1.2,등록,,현동원,현동원,PNA30435-사천에어쇼,플러스 멀티충전 스테이션,"유선충전이 되지 않음 (C타입)
정격출력이 맞는 어댑터 사용하였으며 유선충전포트를 단독 사용하였으나 충전되지 않고 저속 충전되거나 충전이 되지 않음 
500개 중 10개 개봉하여 사용 시 동일한 문제 있음 
배포 일정은 미정인 상황 ",,
912,2024.12.30,등록,,채효경,채효경,PNA30228-한양대학교,아이콘 펜,"봄이님 프로젝트이며, 휴가 대체 담당 중으로 제가 업로드합니다.
오늘 지퍼백 키트 수령하셨는데, 구성품 중 아이콘펜의 아이콘에 떨어져 배송되었다고 합니다. 
접착력 문제일 것으로 보이며, 회수 후 보수 조치가 가능할까요?
당장 사용하는 일정은 아니시지만 연초에 키트 배포 예정이셔서 ASAP으로 진행 필요합니다. ",아이콘펜의 접착력 ,
911,2024.12.30,등록,,탁유림,탁유림,PNA30998-한국드라마제작사협회,슬로건 다이어리,"시그니처 다이어리 커버 휨 이슈로 전량 반품했던 고객

슬로건 다이어리 블랙으로 변경하여 제작 희망하였으나 품절
그레이로 변경하여 체크파이널 올렸으나 품절되어 일정 지연 안내

제품(다이어리) 특성상 배포시기가 중요한데
제작 이슈 및 품절로 배포 일정이 늦어지는 것에 대한 고객 클레임",,
910,2024.12.30,등록,,탁유림,탁유림,PNA28406-케이씨텍,시그니처 다이어리,"내지 순서가 불량인 제품이 다수 발견됨 (영상 참고)

줄노트-위클리-줄노트-위클리-줄노트(다수)-위클리-줄노트(마지막P 까지)

8곳 법인으로 분할출고 되었으며, 이미 배포 완료된 곳도 있어 불량 제품 수량 확인 불가",,
909,2024.12.30,등록,,탁유림,탁유림,PNA30153-(주)헤즈,유니크 디퓨저,"슬리브, 메뉴얼 타겟컬러 지정하여 별색인쇄 하였으나, 색감이 너무 다르게 인쇄되었다는 고객 컴플레인 (차라리 라벨스티커 색상이 원하는 색감에 가까움)

소량제작이라 전량 한 번에 제작되어 현장 감리 불가능했던 상황이며, 고객은 이대로 배포할 수 없어 자체적으로 재제작하겠다고 함

재제작 비용(약 60만원 예상)에 대한 할인 요청",고객 기대수준 불만족,
908,2024.12.19,등록,,지윤미,지윤미,PNA29676-에스티로더컴퍼니즈,시그니처 다이어리,"시그니처다이어리 내지 인쇄 흐릿함, 끊김 / 잉크 튄 흔적 / 제본 불량","기존 출고일 12/6이였으나 내지 (인쇄가 끊기는) 이슈가 있어서 해당 내용 고객께 공유하고 12/11로 출고일 조정하여 진행했던 건 입니다. 
이슈 내용을 고객이 인지하고 있어서 개선된 퀄리티로 받기 위해 출고일을 미루셨는데 많이 실망하신 것 같네요..ㅠㅠ 오후 8시에 메일 남겨놔주셔서 고객과 내일 오전 연락 후 쓰레드로 추가 내용 공유하도록 하겠습니다.",
907,2024.12.19,등록,,탁유림,탁유림,PNA29764-하림펫푸드,Passion 더스트백,"더스트백 2개 인쇄 불량, 여분 수량 2개 제공된 것으로 확인되어 대체 요청함","협력사 인쇄 불량, 검수시 발견 누락",
906,2024.12.19,등록,,채효경,채효경,PNA29775-에이오의원,리틀빅 리유저블컵,"리틀빅리유저블컵 아이보리 색상에 분홍색 로고가 덜 또렷하고 눈에 띄지 않게 인쇄되길 희망하셨으나, 실제 인쇄물을 보니 로고가 또렷하게 인쇄되고 함께 발주한 보조배터리와의 색감차이가 커 고객 불만족 발생했습니다. 

관련하여 재제작이나 할인 등 요청주신 내용은 없으나 이슈 공유 차 고객인지이슈 채널에 등록합니다.","디자인리퀘스트 단계에서 지정 팬톤색상이 없으셔서 로고 cmyk값과 가장 가까운 팬톤색상으로 제안하여 작업해드렸었고, 아이보리 컵에 인쇄하니 가시성이 떨어질 것이라는 발주디자이너 & CX 판단 하에 고객안내가 되었습니다. 

오히려 고객은 눈에 덜 띄게 연하게 인쇄되기를 희망하셨던터라 해당 팬톤색상 컨펌하셨는데, 실제 인쇄물을 보니 저희가 의견 드린 것과 다르게 로고가 눈에 띄는 정도라 느끼셔서 만족하지 못하신 상황입니다. 
(고객이 연하게 인쇄 희망한다는 답변 주셨을 때, 더 낮은 채도의 팬톤은 없을지 발주디자이너님께 한번 더 확인 요청 드렸으면 좋았을텐데 제가 이 부분을 미처 생각하지 못했던 것 같아요..) 

보조배터리는 에이원에서 인쇄 진행하다보니 제작진행 스레드에서 동민님께서 고객의도를 문의주셔서 더 고객이 원하는 방향으로 연하게 조정하여 인쇄 되었으나, 리틀빅리유저블컵은 지정 팬톤 그대로 인쇄되었기 때문에 보조배터리<>리유저블컵 간 색상 차이도 더 심해져 고객만족도가 떨어졌던 것 같습니다..",
905,2024.12.9,등록,,한봄이,한봄이,PNA30073-한국드라마제작사협회,시그니처 다이어리,다이어리 커버와 내지가 휘기 시작함,급격한 온도 차이로 인한 현상으로 예상됨,
904,2024.12.5,등록,,현동원,현동원,PNA29198-픽스다인무브먼트,"와이드클립 펜,그래픽 에코백","1. 와이드 클립펜이 고객이 컨펌한 시안과 다르게 제작됨 
2. 에코백 동일옵션 동일시안이나 이전 제작 건과 다르게 표면이 더 거칠어서 실크인쇄의 퀄리티 하락했다고 인지, 네이비에 가까운 블랙 색상임 (10수2합 블랙, 쿨그레이 6C 인쇄)

1번은 휴먼에러이며
2번은 확인 필요합니다.",,
903,2024.12.4,등록,,현동원,현동원,PNA24638-한국음악저작권협회],리멤버 탁상시계,"초기 시간 설정을 매뉴얼대로 마쳤으나 시계 기능만 작동하지 않음,
타임 모드로 두고 사용하다보면 다른 모드로 화면이 바뀌어있음

엔드유저에게 위 현상으로 문의가 왔습니다.
Tech제품은 아직 A/S 기간 이내로 확인되어
무지 제품 1개 구매 가능할지 확인 부탁드립니다. 

고객사에서는 여유분을 모두 사용한 상태라고 합니다. ",,
902,2024.12.4,등록,,안현구,안현구,PNA29731-케이웨이컴퍼니,시그니처 다이어리,"그레이 커버로 제작하였으며, 고객사에서 직접 사진을 전달해 주셨는데, 커버 측면의 회색과 블랙이 떨어진 채로 제품이 완성되었습니다.

고객사에서 퀄리티 문제로 안내해 주셨어서, 공유 드립니다.",접착하면서 문제가 생겼을 것 같습니다.,
901,2024.12.4,등록,,탁유림,탁유림,PNA29583-다임리서치,웜업 스트링 후드집업,"가슴 자수 인쇄가 일정하지 않고 퀄리티가 낮아 배포가 어려울 정도임.
(기울기 오차, 텍스트 구현도 등 모두)

큐레이터 의견) 12/6 배포 예정이라 재제작은 어려울 것 같고, 필요하다면 할인으로 대응해드려야할 것 같은데 신시어리 QC기준에는 문제 없는 것이 맞을까요?",,
900,2024.11.29,등록,,탁유림,탁유림,PNA29485-메디스쿨,BLANK 칫솔살균기,"BLANK 칫솔살균기 50개 제작 후 무료 배포 후
엔드유저에게 살균기 전원이 아예 켜지지 않는다는 문의가 왔습니다.

여분 1개 추가제공되었으나 고객이 사용하여, 무지제품 구매 가능여부 확인 요청",기기불량,
899,2024.11.29,등록,,탁유림,탁유림,PNA29702-인썸블루,라이트 캘린더,"OPP+스티커 벌크 출고 요청하였으나 
단품포장 완료된 상태로 출고됨

고객이 배포 2시간 전 확인하여 해드릴 수 있는 조치가 없는 상황..",큐레이터 임가공 특이사항 기재 누락,
898,2024.11.27,등록,,한봄이,한봄이,PNA28895-레이블종합건설,포터블 피크닉 롤테이블,"롤테이블 상판에 부착된 투명 스티커가 잘 떼어지지도 않고 떼어낸 곳에도 자국이 너무 많이 남는다고 합니다.

고객이 5개 뜯어봤는데 그 중 4개가 이 상태라고 합니다. (첨부파일참고)",확인 필요 ,
897,2024.11.26,등록,,송지영,송지영,PNA28266-포스코인터내셔널,플러스 멀티충전 스테이션,"1) 고객이 남은 여유분 220개 중 1개를 까보았는데 플러스 멀티 충전기에 인쇄 불량이 있음 220개 회수해서 인쇄 불량이 있는지 신시어리 측에 확인 요청함 
여유분: 약 220개 (송도 컨벤시아대로165 9층)

2) 인쇄 불량인 것은 재제작 희망 

3) 인쇄 불량 외 제품 기능 자체 불량 4개 새제품으로 교환 희망 ",,
896,2024.11.22,등록,,지윤미,지윤미,PNA24274-비상교육,킵세이프 마그넷 배터리,"메탈링을 핸드폰에 붙인 후 배터리를 부착해도 충전이 안되는 상황 (발열도 x)
배터리 충전도 되어있는 상태 / 핸드폰기종-아이폰13pro",,
895,2024.11.21,등록,,송지영,송지영,PNA29281-주식회사필라넷,Basket 패키지,고객이 L사이즈를 요청했는데 M사이즈로 발주됨,담당 큐레이터 실수 ,
894,2024.11.21,등록,,한봄이,한봄이,PNA26964-엑셀리스코리아,슬로건 다이어리,슬로건 다이어리 1100부 패키지 없으로 제작되어 출고되었는데 고객이 제품 수령 후 OPP 개별 포장 진행을 요청함,고객은 다이어리에 opp 포장이 기본 옵션인줄 알고 있었음,
893,2024.11.20,등록,,현동원,현동원,PNA28950-기룬스토리,핸디 파우더솝,"판매용 제작이나 스탠다드 박스 및 라벨에 비매품 표기가 적혀져 있음
검토 시 해당 부분이 제외됐어야 할 것 같네요 ㅠ ",,
892,2024.11.15,등록,,안현구,안현구,PNA29472-온코소프트,마그넷 오프너,"고객이 해당 마그넷 개봉하여 냉장고에 붙여 보셔셨는데 물리적인 힘을 가하지 않고 그대로 두었음에도 불구하고 똑바로 유지되지 않고 자석이 없는 쪽은 흘러 내린다고 합니다. 

노벨에서 가지고 있는 제품으로 테스트 해보았을 때 물리적인 힘을 가하지 않으면 흘러내리지 않아서, 고객의 제품이 잘못 제작된 것인지 전량 회수해서 살펴 봐야 할 것 같습니다. 

11/20 오전에 제품을 가지고 일본으로 출국하신다고 하여 만약 제품 성능에 문제 있는 것이 맞다면 빠른 재제작이 필요한 상황입니다. ",제품 자체의 문제로 추정되지만 회수 후 확인해 보아야 할 것 같습니다. ,
891,2024.11.13,등록,,현동원,현동원,PNA28964-이노스페이스,킵세이프 마그넷 배터리,"이전 제작 건과 동일 시안이나 색상이 큰 편차로 다르다고 고객 인지
이번 제작 제품은 특히 네이비 색상 부분이 보라색 색감을 띔 ","인쇄 기기가 변경되면서 색상 차이가 발생되었으며 고객 사전안내 되지 않음

인쇄 기기 변경 내용은 공지 채널으로 간접적으로 공지 되었었고, 체크파이널 당시 확인이 누락됨 ",
890,2024.11.12,등록,,이은교,이은교,PNA22040-알티비하우스,에디트 캘린더,"작년에 제작하신 에디트캘린더 링색상을 '레드'로 발주하였는데, 블랙링으로 제작되었습니다. 

올해 키트 추가 제작 요청주시면서 제보해주시어 알게되었습니다. (스레드 사진 참고)

견적서와 오더데이터 상에는 링색상 : 레드로 기입되어 있는데, 발주 시 휴먼에러일지, 협력사 측 에러일 지 원인 파악 필요합니다! 검수 단계에서도 체크되지 못한 것 같습니다.
",,
889,2024.11.8,등록,,탁유림,탁유림,PNA27922-구도마켓 ,킵세이프 마그넷 배터리,엔드유저 A/S요청 : 마그넷 배터리를 부착해도 충전이 잘 안되고 금방 뜨거워짐,,
888,2024.11.8,등록,,탁유림,탁유림,PNA28886-애드서퍼,스타일 수면안대,"고객 퀵 배차건으로, 자동메일로는 협력사A 주소가 안내되었으나
실제 출고지는 협력사B라서 혼선이 발생함.

후속대처) 고객이 배차한 퀵은 돌려보내고, 신시어리 부담으로 퀵 발송해드림",,
887,2024.11.5,등록,,안현구,안현구,PNA29238-남앤드남인터내셔널,스탠리 데일리 텀블러,"고객사의 요청 사항(그린 50개, 화이트 50개)만 제작된 것이 아니라 추가로 그린 100개가 발주되어 고객사에서 수령하였습니다.","1. PNA29030-남앤드남인터내셔널 -> 발주 신청 이후 고객사에서 제품 옵션 변경(그린 50개, 화이트 50개)을 요청

2. PNA29030-남앤드남인터내셔널을 LOST 처리하고, PNA29238-남앤드남인터내셔널으로 발주 진행

-> LOST 처리 이후 발주 담당자 및 FFM 팀에 따로 공지 없이 진행하여 정보 확인이 안 된 상태로 두 건의 제작이 진행 되었습니다.",
886,2024.10.31,등록,,한봄이,한봄이,PNA28009-오스카,디자이너 노트,"로고 인쇄위치가 중앙정렬에서 많이 벗어나 고객사에서 컴플레인 연락이 옴

시안과 실제 결과물 인쇄 위치를 확인해보니 오차범위(2-3mm)를 넘어선 수준으로 보임ㅠ",협력사에서 공박 인쇄 진행시 오차 발생,
885,2024.10.31,등록,,한봄이,한봄이,PNA28009-오스카,시그니처 다이어리,블랙 커버에 청박으로 작은 사이즈의 시안을 인쇄시 구현도는 괜찮았으나 시인성이 매우 낮았음 (특히 시안 내 상단 부분),기본 옵션인 무광금박 or 무광금박이 아닌 색상(청박)으로 인쇄하는데 샘플 인쇄를 병행하지 않았음,
884,2024.10.28,등록,,한승윤,한승윤,PNA28048-베네피티,포시즌 블랭킷,"1. 현재 이슈가 된 건 (PNA28048-베네피티)는  PNA23870-베네피티 포시즌 블랭킷 재제작 건이었습니다.
2. 본 건은 견적서가 과소 책정되어 체크파이널 & 제작 진행되며 판매가 기준 140만원, 원가 기준 80만원 정도 고객사에게 비용 받지 않고 제작이 진행되었습니다. 
3. 체크파이널 & 제작 이후에도 입고&검수 단계에서도 해당 에러 체크 되지 않았습니다. 
4. 출고 이후에도 인지되지 않은 이슈였는데 위 건 출고 이후 고객사가 동일 시안으로 추가 재제작 (PNA29211-베네피티(인스타그램)) 하며 클라이언트 측에서 단가 차이가 너무 극심하게 나서 확인하는 과정에서 알게 되었습니다. ","1차적으로는 큐레이터 휴먼에러, 2차적으로는 시스템적으로 걸러지지 않은 문제가 있었습니다. 이미 결재/결제 완료된 건이라 추가 청구는 어려울 것으로 보이나 재제작 건에 대해서 큐레이터 개인의 주의와 시스템적으로 제작 옵션에 누락이 없게 크로스 체크가 되는 시스템이 필요해보입니다. ",
883,2024.10.28,등록,,탁유림,탁유림,PNA28509-SLL(에스엘엘중앙),프리미엄 스트링 후드집업,"나염인쇄 퀄리티가 좋지 않음
(고객 : 샘플과는 달리 검정 부분이 많이 올라오고, 목장갑 같은 느낌입니다..)",,
882,2024.10.23,등록,,이은교,이은교, PNA26858-현대글로비스(샘플) / PNA27628-현대글로비스(짐색&스포츠타월),액티브 스포츠타월,"스포츠타월 띠지 상단 문구에 오타가 있었습니다. (스레드 사진 첨부)

style -> stlye

1,600개 제작건이며, 1차로 1천개 고객사에 발송되었고, 600개는 금요일에 개별 택배 발송 예정입니다. 

고객은 재제작 없이 예치금 적립을 원하시는 상황입니다. ",디자인리퀘스트 단계에서의 휴먼에러 (ppt 기획안에는 style로 기재되어있음),
881,2024.10.23,등록,,송지영,송지영,PNA28743-Manythings,더블업 트래블 파우치,"PNA28743-Manythings 고객한테 PNA28691-팀오투 건이 뒤바껴서 배송되었습니다. 빠르게 회수 후에 재 배송 가능할까요? 






",오배송 ,
880,2024.10.22,등록,,탁유림,탁유림,PNA28811-지엠컴,레더라벨 캠핑체어,"캠핑체어 조립이 너무 어려움 (성인 남성 힘으로도 불가)

제가 이전에 조립해봤을 때도 원단에 신축성이 있는 게 아니라 조립이 어려웠던 것으로 기억하는데, 본 건은 불량일지 아니면 제품 특성상 원래 그런 부분인지 확인 부탁드립니다. (첨부 영상 참고)",확인 필요,
879,2024.10.21,등록,,한봄이,한봄이,PNA24510-교원그룹(스위트호텔남원),릴리프 눈마사지기,"남원스위트호텔에서 목마시지기를 받은 엔드유저가 동봉된 케이블로 충전도 완료하였는데, 온열버튼은 작동하나 +/- 버튼을 눌러도 진동이 발생하지 않는다고 A/S 접수하심",제품 불량으로 추정됨,
878,2024.10.17,등록,,안현구,안현구,PNA27979-뮤지텍,톤앤톤 쿨러백,"톤앤톤 쿨러백에 들어가는 로고에 영문 스펠링이 누락되어 있음 
TECHNOLOGIES -> CHNOLOGIES","고객이 CHNOLOGIES로 작업된 쿨러백 시안을 전달해 주셨는데 브랜딩 택 시안은 작업해주시지 않음

브랜딩택 시안 작업을 위해 ai파일을 요청하는 과정에서 전화로 가방 시안 작업을 위한 로고 파일을 달라고 큐레이터가 안내함 

고객은 로고 파일을 가방에도 적용해줄 줄 알았으나 쿨러백은 따로 적용되지 않았고 결국 CHNOLOGIES 버전으로 검토 진행 및 제작됨

 ",
877,2024.10.16,등록,,현동원,현동원,PNA27347-아백,베이직 도킹형 보조배터리,"후면 충전 포트에 연결한 상태로 보조배터리를 폰에 연결해야 폰이 충전됨
보조배터리가 충전된 상태임에도 폰이랑 연결 시 폰이 충전되지 않음

납품 이후 충전기가 작동되지 않는 이슈가 있어서 여유분 1개로 대체했으나,
이후 불량 1개가 추가 발생한 상황입니다. 본 건은 무지 제품으로 전달드리려고 합니다. 

이후 불량 건은 엔드유저가 저희 측으로 바로 연락할 수 있게 주의사항안내서의 저희 대표번호로 연락주시면 확인 후 무지 제품으로 교환해 드리는 것으로 안내해 두었습니다. 

다만 전자기기는 보증기간 1년으로 알고 있어서 1년으로 안내하였는데,
저희 주의사항 종이에는 수령일로부터 6개월으로 나와 있어서 확인이 필요합니다. ",,
876,2024.10.16,등록,,채효경,채효경,PNA28551-뷰키코리아,에디트 캘린더,"어제 급하게 상황 파악을 하느라 이슈등록이 늦었습니다.
이미 발주 진행되었는데 에디트 캘린더 커버에 오타가 발생되었습니다.
23년 제작 건(PNA21581-뷰키코리아)에서 커버 & 내지 25년으로 변경하여 추가제작한 건인데 23년 제작 시안부터 오타가 있었던 것을 고객이 발견하셨습니다.
- QUAL'IT'Y -> QUAL'TI'Y 로 잘못 기재됨
- 23년 프로젝트 진행 당시 고객이 전달주신 PPT에서부터 오타가 있었고, 디자인리퀘스트 단계에서 오타가 있는 채로 작업됨
- 23년 프로젝트에서는 발견하지 못하고 배포까지 완료되었음

* 제작진행 스레드에서 커버 재제작 관련하여 대응 중이며, 기록차 남깁니다. ","23년 프로젝트 진행 당시 고객이 전달주신 PPT에서부터 오타가 있었고, 디자인리퀘스트 단계에서 오타가 있는 채로 작업됨",
875,2024.10.11,등록,,채효경,채효경,PNA24807-아모레퍼시픽,스타트 씨드키트,"최종클라이언트가 받으신 키트 내 스타트씨드키트의 압축토가 2개가 아닌 1개만 들어있음.
임가공 단계에서의 누락으로 추정.
압축토 여분수량 1개 혹은 스타트씨드키트 무지 완제품 1개 전달 가능할까요? (씨앗 : 케일) ","임가공 단계에서의 누락으로 추정.
",
874,2024.10.10,등록,,한봄이,한봄이,PNA28179-주식회사NP,스타일 수면안대,출고확인서에 여유분 포함 102개 출고로 기재되어 있는데 실제로 고객은 99개만 수령했다고 하심,확인필요,
873,2024.10.8,등록,,탁유림,탁유림,PNA27401-어센틱금융그룹,굿스타트 슈즈백,"'- 슈즈백 시안이 좌우반전 인쇄되어 전량 입하됨
- 재제작시 원단 생산부터 진행 필요하서 20영업일 소요
- 슈즈백 전체 금액의 50% 할인해 드리기로 함 (협력사에 비용 부담 요청 예정)
- 작년에도 이슈 겪었던 고객이라 임원진 감정이 좋지 않음..

*PNA21587-어센틱금융그룹 (23년11월)
- 스노클링 마스크 수량 2개 부족하게 배송됨
ㄴ추가배송으로 대응

- 스노클링 마스크 인쇄 오류 (왼쪽, 오른쪽 버클 방향 구분없이 한방향으로 인쇄)
ㄴ 출고 이후 발견되었으며, 고객사 일정상 재제작으로 대응 어려워 마스크 전체 금액의 50% 환불로 대응",협력사 실수,
872,2024.10.8,등록,,탁유림,탁유림,PNA27797-해커스,스트레치 사원증 홀더,"9/20에 발주하였으나 미입하되어 SCM에서 10/4에 협력사 확인해보니
회색 제품 사출에 시간이 소요되어 출고일에 맞춰 제작 불가한 것으로 답변 받음

키트 제작 건이고, 고객 수령 희망 일정은 10/11(조율 불가)였으나, 다행히 고객이 이전에 제작한 사원증 홀더 수량이 남아있어 홀더 제외하고 우선 출고하기로 함",협력사의 늦은 이슈 공유,
871,2024.10.8,등록,,한봄이,한봄이,PNA26869-빅밴드앤코(유진그룹),"세이프라이프 차량용소화기,낫씽 설거지비누","1) 소화기 본품, 2) 소화기 스티커, 3) 설거지비누 비누망 4) 설거지비누 브랜딩택 발주가 누락된 부분을 출고 하루 전인 10/7일 늦은 오후에 알게됨 - 이로 인해 고객은 출고 당일(10/8)에 이 사실을 전달 받고 현재 내부 확인 중에 있음","모든 제품이 샘플불가 품목이라 샘플제작이 비스포크로 진행되었고, 이로인해 발주 담당자가 샘플 컨펌 후 본제작 발주를 누락한 것으로 예상됨",
870,2024.10.7,등록,,한봄이,한봄이,PNA27328-롯데이노베이트,Quality 슬리브 박스,슬리브에 스코딕스 처리되어 있는 부분이 블랙으로 인쇄됨,"CX 담당자가 고객이 시안 관련 특이사항으로 전달한 내용을 누락하여 시안 관련 특이사항을 인지하지 못하고 체크파이널 및 발주 진행함

1. 고객이 스코딕스로 인쇄하는 부분을 표시하기 위해 원래 인쇄 레이어 위에 스코딕스 레이어를 블랙으로 처리해 하나 더 작업해서 전달함

2. 고객이 시안 전달하면서 검은색 부분이 스코딕스 부분을 의미한다는걸 따로 설명함
 
3. CX담당자가 메일 내용을 놓친채 일러스트 파일만 확인하여 레이어가 두개라는걸 인지하지 못하고 스코딕스 부분을 블랙으로 제작하신다고 판단함

4. 이로 인해 CX담당자가 체크파이널 올리면서 스코딕스 레이어에 대한 특이사항을 발주디자이너에게 공유하지 못함",
869,2024.10.7,등록,,현동원,현동원,PNA19379-KLT,썸네일 캘린더,"작년 제작한 캘린더가 탁상에서 사용하시는 것 공통으로 내지가 좌우로 말린다고 합니다. 개봉 후 3-4개월 이내로 발생했던 것 같고, 사무실에서 사용하여 습기는 여름에 있었을 것 같으나 사무실 환경 외에는 짐작되는 것이 없으시다고 합니다.

본 건이랑 동일한 컨디션에 시안만 달리하여 PNA27020-KLT 건이 이미 제작 완료되어 출고되었는데, 해당 건에도 말림 현상이 있지 않을까 고객이 우려하는 상황입니다. 

1. 예상되는 발생 원인이 있을까요? 
2. 두 건의 발주서를 확인할 수 있을까요? (PNA19379, PN27020) 
제가 알지 못하는 변동사항이 있을 수 있어서요. ",,
868,2024.9.30,등록,,현동원,현동원,PNA24742-오오티비주식회사,킵세이프 마그넷 배터리,"맥세이프 자력이 거의 없어서 제품이 아이폰 후면에 부착되지 않고 미끄러짐 
아이폰 16의 문제인지는 확인해 봐야 할 것 같습니다. 
우선 본 건은 무지제품으로 보내드리는 것으로 대응 예정입니다.",,
867,2024.9.26,등록,,채효경,채효경,PNA26741-아이이에이,화이트쇼핑백,"쇼핑백 100개 수량 브랜딩택이 달려있는 것, 달려있지 않은 것이 섞여있다고 합니다. 
쇼핑백과 브랜딩택 모두 100개 수량 맞게 발주된 것으로 확인되는데 입고, 검수 과정에서 이상 있었을지 확인 부탁 드립니다. 
여분수량 2개 함께 발송되었는데 여분수량에는 브랜딩택이 달려있지 않고, 주문수량 100개는 10개입씩 비닐포장이 되어 있는데 일부 열어보니 브랜딩택 달려있지 않은 묶음이 있다고 하네요. 
전체 수량을 확인하기는 어렵다고 하시는데 회수하여 검수 및 응대 필요할까요? ",,
866,2024.9.20,등록,,한승윤,한승윤, PNA26583-아주오토리움 ,레더라벨 캠핑체어,캠핑체어 다리 부분 파손,,
865,2024.9.13,등록,,탁유림,탁유림,PNA27572-벤다이어디자인,Open 페이퍼박스,"발주 후 웰컴페이퍼 시안 변경하였으나,
이전 시안 웰컴페이퍼로 삽입됨",임가공팀 휴먼에러,
864,2024.9.12,등록,,한승윤,한승윤,PNA27206-산일전기,베이직 도킹형 보조배터리,"※ 다른 팀에서 별도로 대응해주실 필요는 없는 이슈입니다. 업로드할 채널이 애매해 우선 이슈 채널에 업로드 합니다. 

산일전기에서 제작하신 키트 중 일부를 대한전기협회에 전달주셨는데요, 최근에 폭우가 오면서 외부 박스가 모두 젖었다고 합니다. (고객사 보관 부주의로, 해당 부분 고객사에서도 인지하고 있음) 

다른 제품들은 박스 없이 따로 써도 되는 수준인데, 베이직 도킹형 보조배터리 박스는 훼손 상태가 사용할 수 없을 정도로 심각해 박스만 별도로 받아볼 수 있을지 문의 전화 주셨어요. (제품은 사용할 수 있는 상태라고 말씀해주신 걸로 봐서 제품 침수는 고려하지 않았습니다) 

요청 주신 수량이 20개 정도인데, 스탠다드 단박스 100개 기준 개당 단가 500원이라, 20개로 하면 1만원 정도로 금액 확인됩니다. 서비스 차원에서 택배 배송 + 20개 무료로 전달드리면 좋을 것 같은데 괜찮을지 확인 부탁드립니다.  ",,
863,2024.9.11,등록,,현동원,현동원,PNA27921-파인더갭,슬로건 다이어리,"1. 제품 중 1권의 커버가 잘못 성책되었습니다. (제품을 내지 첫장인 먼슬리가 후면커버를 열었을 때 거꾸로 보임) 고객이 100개 중 10개를 배포한 이후에 고객이 전면 검수하는 과정에서 발견됨
여유분 1개 발생하여 해당 수량으로 대체하는 것으로 고객 안내하였습니다.

2. 7일 이내 고객 검수하여 구매확정, 7일 이후 하자에 대한 교환 및 반품 불가라는 현재 정책에 고객이 매우 타이트하다고 받아들인 상태입니다.
이미 선물로 배포한 10개에 대한 불량을 확인 요청하는 것이 고객 경험에 좋을 것 같지 않아서 원칙(7일 이후 발생 하자에 대해 교환 및 반품 불가)을 안내하되 추가 불량 수량이 나올 경우 무지로 교환해 드리는 것으로 응대했습니다. 다만 고객이 7일이라는 기간이 매우 짧고 구매 과정에서 교환 및 보상 정책에 대해 더 상세히 안내되고 강조되어야 한다고 피드백을 주신 상황입니다.",,
862,2024.9.6,등록,,송지영,송지영,PNA27622-JYPEntertainment,MiiR 텀블러,"미르 텀블러가 조금만 기울어도 입구쪽에 물이 샌다고 불만을 표하시는 상황
홈페이지에 해당 내용이 기재되어 있지 않으며 기재되어 있었다면 구매하지 않았을 것이라고 말씀하시고 있는 상황입니다. 

투썸이나 스벅에서 판매하는 텀블러를 보니 제품 정보에 해당 내용이 적혀 있습니다. 저희도 텀블러류에 기재해야 할 필요가 있어 보입니다.. 
 http://m.twosomebiz.com/goods/goods_view.php?goodsNo=1000000103",,
861,2024.9.5,등록,,송지영,송지영,PNA27272-티앤케이팩토리,프리미엄 스트링 후드집업,"저희가 옷 배포하면서 수량파악을 해봤는데 2XL가 한벌 모자르고 4XL가 한벌더 온것으로 파악되었습니다. 

2XL 못받으신분이 계셔서 혹시 추가 가능한지요?","사이즈 하나가 잘못 간 것 같은데 확인 부탁드려도 될까요? 

만약 잘못된 것이 맞다면 고객이 4XL 하나 제작하면서 20벌 정도 추가로 제작 희망하시는 상황입니다. 

20벌 정도도 제작 가능할지 확인 부탁드릴게요 :) ",
